grammar_ref,syntactic_category,rule word,synonym
11,V,display,presentation
11,V,display,video_display
11,V,display,expose
11,V,display,exhibit
11,N,foreign,strange
11,N,foreign,alien
11,N,foreign,extraneous
11,N,music,euphony
11,N,music,medicine
6,V,show,display
6,V,show,appearance
6,V,show,demo
6,V,show,exhibit
6,V,show,present
6,V,show,demonstrate
6,V,show,prove
6,V,show,demonstrate
6,V,show,establish
6,V,show,shew
6,V,show,testify
6,V,show,bear_witness
6,V,show,prove
6,V,show,evidence
6,V,show,picture
6,V,show,depict
6,V,show,render
6,V,show,express
6,V,show,evince
6,V,show,indicate
6,V,show,point
6,V,show,designate
6,V,show,show_up
6,V,show,read
6,V,show,register
6,V,show,record
6,V,show,usher
5,V,are,ar
5,V,are,be
5,V,are,be
5,V,are,be
5,V,are,exist
5,V,are,be
5,V,are,be
5,V,are,equal
5,V,are,be
5,V,are,constitute
5,V,are,represent
5,V,are,make_up
5,V,are,comprise
5,V,are,be
5,V,are,be
5,V,are,follow
5,V,are,embody
5,V,are,be
5,V,are,personify
5,V,are,be
5,V,are,be
5,V,are,live
5,V,are,be
5,V,are,cost
5,V,are,be
12,N,horror,repugnance
12,N,horror,repulsion
12,N,horror,revulsion
6,JJ,travel,traveling
6,JJ,travel,travelling
6,JJ,travel,change_of_location
6,JJ,travel,locomotion
6,JJ,travel,go
6,JJ,travel,move
6,JJ,travel,locomote
6,JJ,travel,journey
6,JJ,travel,trip
6,JJ,travel,jaunt
6,JJ,travel,journey
6,JJ,travel,move_around
1,JJ,full,full_moon
1,JJ,full,full-of-the-moon
1,JJ,full,full_phase_of_the_moon
1,JJ,full,wax
1,JJ,full,entire
1,JJ,full,total
1,JJ,full,total
1,JJ,full,replete
1,JJ,full,good
1,JJ,full,broad
1,JJ,full,wide
1,JJ,full,wide-cut
1,JJ,full,fully
1,JJ,full,to_the_full
9,V,show,display
9,V,show,appearance
9,V,show,demo
9,V,show,exhibit
9,V,show,present
9,V,show,demonstrate
9,V,show,prove
9,V,show,demonstrate
9,V,show,establish
9,V,show,shew
9,V,show,testify
9,V,show,bear_witness
9,V,show,prove
9,V,show,evidence
9,V,show,picture
9,V,show,depict
9,V,show,render
9,V,show,express
9,V,show,evince
9,V,show,indicate
9,V,show,point
9,V,show,designate
9,V,show,show_up
9,V,show,read
9,V,show,register
9,V,show,record
9,V,show,usher
2,V,give,spring
2,V,give,springiness
2,V,give,yield
2,V,give,afford
2,V,give,pay
2,V,give,hold
2,V,give,throw
2,V,give,have
2,V,give,make
2,V,give,throw
2,V,give,gift
2,V,give,present
2,V,give,yield
2,V,give,pay
2,V,give,devote
2,V,give,render
2,V,give,yield
2,V,give,return
2,V,give,generate
2,V,give,impart
2,V,give,leave
2,V,give,pass_on
2,V,give,establish
2,V,give,sacrifice
2,V,give,pass
2,V,give,hand
2,V,give,reach
2,V,give,pass_on
2,V,give,turn_over
2,V,give,dedicate
2,V,give,consecrate
2,V,give,commit
2,V,give,devote
2,V,give,apply
2,V,give,render
2,V,give,grant
2,V,give,move_over
2,V,give,give_way
2,V,give,ease_up
2,V,give,yield
2,V,give,feed
2,V,give,contribute
2,V,give,chip_in
2,V,give,kick_in
2,V,give,collapse
2,V,give,fall_in
2,V,give,cave_in
2,V,give,give_way
2,V,give,break
2,V,give,founder
2,V,give,afford
2,V,give,open
2,V,give,yield
4,V,rated,rate
4,V,rated,rank
4,V,rated,range
4,V,rated,order
4,V,rated,grade
4,V,rated,place
4,V,rated,rate
4,V,rated,rate
4,V,rated,value
4,V,rated,rat
4,V,rated,rat
4,V,rated,fink
4,V,rated,scab
4,V,rated,rat
4,V,rated,blackleg
4,V,rated,rat
4,V,rated,rat
4,V,rated,denounce
4,V,rated,tell_on
4,V,rated,betray
4,V,rated,give_away
4,V,rated,rat
4,V,rated,grass
4,V,rated,shit
4,V,rated,shop
4,V,rated,snitch
4,V,rated,stag
7,N,list,listing
7,N,list,tilt
7,N,list,inclination
7,N,list,lean
7,N,list,leaning
7,N,list,name
7,N,list,lean
7,N,list,heel
7,N,list,number
7,N,catalogue,catalog
7,N,catalogue,catalog
7,N,catalogue,catalog
7,N,catalogue,catalog
5,N,flick,movie
5,N,flick,film
5,N,flick,picture
5,N,flick,moving_picture
5,N,flick,moving-picture_show
5,N,flick,motion_picture
5,N,flick,motion-picture_show
5,N,flick,picture_show
5,N,flick,pic
5,N,flick,flicker
5,N,flick,flip
5,N,flick,thumb
5,N,flick,riffle
5,N,flick,leaf
5,N,flick,riff
5,N,flick,flip
5,N,flick,jerk
5,N,flick,flicker
5,N,flick,ruffle
5,N,flick,riffle
5,N,flick,snap
5,N,flick,click
3,JJ,complete,finish
3,JJ,complete,dispatch
3,JJ,complete,discharge
3,JJ,complete,nail
3,JJ,complete,fill_out
3,JJ,complete,fill_in
3,JJ,complete,make_out
3,JJ,complete,consummate
3,JJ,complete,accomplished
3,JJ,complete,arrant
3,JJ,complete,consummate
3,JJ,complete,double-dyed
3,JJ,complete,everlasting
3,JJ,complete,gross
3,JJ,complete,perfect
3,JJ,complete,pure
3,JJ,complete,sodding
3,JJ,complete,stark
3,JJ,complete,staring
3,JJ,complete,thoroughgoing
3,JJ,complete,utter
3,JJ,complete,unadulterated
3,JJ,complete,concluded
3,JJ,complete,ended
3,JJ,complete,over
3,JJ,complete,all_over
3,JJ,complete,terminated
2,N,flick,movie
2,N,flick,film
2,N,flick,picture
2,N,flick,moving_picture
2,N,flick,moving-picture_show
2,N,flick,motion_picture
2,N,flick,motion-picture_show
2,N,flick,picture_show
2,N,flick,pic
2,N,flick,flicker
2,N,flick,flip
2,N,flick,thumb
2,N,flick,riffle
2,N,flick,leaf
2,N,flick,riff
2,N,flick,flip
2,N,flick,jerk
2,N,flick,flicker
2,N,flick,ruffle
2,N,flick,riffle
2,N,flick,snap
2,N,flick,click
5,N,movie,film
5,N,movie,picture
5,N,movie,moving_picture
5,N,movie,moving-picture_show
5,N,movie,motion_picture
5,N,movie,motion-picture_show
5,N,movie,picture_show
5,N,movie,pic
5,N,movie,flick
9,V,display,show
9,V,display,exhibit
9,V,display,showing
9,V,display,presentation
9,V,display,video_display
9,V,display,expose
9,V,display,exhibit
12,N,classic,authoritative
12,N,classic,classical
12,N,classic,definitive
12,N,classic,classical
12,N,classic,classical
12,N,classic,greco-roman
12,N,classic,graeco-roman
12,N,classic,hellenic
12,N,foreign,strange
12,N,foreign,alien
12,N,foreign,extraneous
2,N,film,movie
2,N,film,picture
2,N,film,moving_picture
2,N,film,moving-picture_show
2,N,film,motion_picture
2,N,film,motion-picture_show
2,N,film,picture_show
2,N,film,pic
2,N,film,flick
2,N,film,cinema
2,N,film,celluloid
2,N,film,photographic_film
2,N,film,plastic_film
2,N,film,shoot
2,N,film,take
8,N,movies,movie
8,N,movies,film
8,N,movies,picture
8,N,movies,moving_picture
8,N,movies,moving-picture_show
8,N,movies,motion_picture
8,N,movies,motion-picture_show
8,N,movies,picture_show
8,N,movies,pic
8,N,movies,flick
6,JJ,sports,sport
6,JJ,sports,athletics
6,JJ,sports,sport
6,JJ,sports,sport
6,JJ,sports,summercater
6,JJ,sports,sport
6,JJ,sports,sport
6,JJ,sports,sportsman
6,JJ,sports,sportswoman
6,JJ,sports,mutant
6,JJ,sports,mutation
6,JJ,sports,variation
6,JJ,sports,sport
6,JJ,sports,fun
6,JJ,sports,play
6,JJ,sports,sport
6,JJ,sports,sport
6,JJ,sports,feature
6,JJ,sports,boast
6,JJ,sports,frolic
6,JJ,sports,lark
6,JJ,sports,rollick
6,JJ,sports,skylark
6,JJ,sports,disport
6,JJ,sports,sport
6,JJ,sports,cavort
6,JJ,sports,gambol
6,JJ,sports,frisk
6,JJ,sports,romp
6,JJ,sports,run_around
6,JJ,sports,lark_about
9,N,flicks,flick
9,N,flicks,flick
9,N,flicks,movie
9,N,flicks,film
9,N,flicks,picture
9,N,flicks,moving_picture
9,N,flicks,moving-picture_show
9,N,flicks,motion_picture
9,N,flicks,motion-picture_show
9,N,flicks,picture_show
9,N,flicks,pic
9,N,flicks,flick
9,N,flicks,flicker
9,N,flicks,flick
9,N,flicks,flick
9,N,flicks,flip
9,N,flicks,thumb
9,N,flicks,riffle
9,N,flicks,leaf
9,N,flicks,riff
9,N,flicks,flip
9,N,flicks,flick
9,N,flicks,jerk
9,N,flicks,flick
9,N,flicks,flicker
9,N,flicks,flick
9,N,flicks,flick
9,N,flicks,ruffle
9,N,flicks,riffle
9,N,flicks,snap
9,N,flicks,click
9,N,flicks,flick
9,N,flicks,flick
9,N,flicks,flick
2,V,display,show
2,V,display,exhibit
2,V,display,showing
2,V,display,presentation
2,V,display,video_display
2,V,display,expose
2,V,display,exhibit
3,N,movies,movie
3,N,movies,film
3,N,movies,picture
3,N,movies,moving_picture
3,N,movies,moving-picture_show
3,N,movies,motion_picture
3,N,movies,motion-picture_show
3,N,movies,picture_show
3,N,movies,pic
3,N,movies,flick
11,V,show,display
11,V,show,appearance
11,V,show,demo
11,V,show,exhibit
11,V,show,present
11,V,show,demonstrate
11,V,show,prove
11,V,show,demonstrate
11,V,show,establish
11,V,show,shew
11,V,show,testify
11,V,show,bear_witness
11,V,show,prove
11,V,show,evidence
11,V,show,picture
11,V,show,depict
11,V,show,render
11,V,show,express
11,V,show,evince
11,V,show,indicate
11,V,show,point
11,V,show,designate
11,V,show,show_up
11,V,show,read
11,V,show,register
11,V,show,record
11,V,show,usher
11,N,flicks,flick
11,N,flicks,flick
11,N,flicks,movie
11,N,flicks,film
11,N,flicks,picture
11,N,flicks,moving_picture
11,N,flicks,moving-picture_show
11,N,flicks,motion_picture
11,N,flicks,motion-picture_show
11,N,flicks,picture_show
11,N,flicks,pic
11,N,flicks,flick
11,N,flicks,flicker
11,N,flicks,flick
11,N,flicks,flick
11,N,flicks,flip
11,N,flicks,thumb
11,N,flicks,riffle
11,N,flicks,leaf
11,N,flicks,riff
11,N,flicks,flip
11,N,flicks,flick
11,N,flicks,jerk
11,N,flicks,flick
11,N,flicks,flicker
11,N,flicks,flick
11,N,flicks,flick
11,N,flicks,ruffle
11,N,flicks,riffle
11,N,flicks,snap
11,N,flicks,click
11,N,flicks,flick
11,N,flicks,flick
11,N,flicks,flick
5,V,classified,classified_ad
5,V,classified,classified_advertisement
5,V,classified,classify
5,V,classified,class
5,V,classified,sort
5,V,classified,assort
5,V,classified,sort_out
5,V,classified,separate
5,V,classified,classify
5,V,classified,relegate
5,V,classified,classify
12,N,drama,play
12,N,drama,dramatic_play
12,N,drama,dramatic_event
12,N,documentaries,documentary
12,N,documentaries,docudrama
12,N,documentaries,documentary_film
12,N,documentaries,infotainment
12,V,show,display
12,V,show,appearance
12,V,show,demo
12,V,show,exhibit
12,V,show,present
12,V,show,demonstrate
12,V,show,prove
12,V,show,demonstrate
12,V,show,establish
12,V,show,shew
12,V,show,testify
12,V,show,bear_witness
12,V,show,prove
12,V,show,evidence
12,V,show,picture
12,V,show,depict
12,V,show,render
12,V,show,express
12,V,show,evince
12,V,show,indicate
12,V,show,point
12,V,show,designate
12,V,show,show_up
12,V,show,read
12,V,show,register
12,V,show,record
12,V,show,usher
4,V,graded,rate
4,V,graded,rank
4,V,graded,range
4,V,graded,order
4,V,graded,grade
4,V,graded,place
4,V,graded,grade
4,V,graded,grade
4,V,graded,score
4,V,graded,mark
4,V,graded,grade
4,V,graded,ranked
4,V,graded,stratified
2,N,flicks,flick
2,N,flicks,flick
2,N,flicks,movie
2,N,flicks,film
2,N,flicks,picture
2,N,flicks,moving_picture
2,N,flicks,moving-picture_show
2,N,flicks,motion_picture
2,N,flicks,motion-picture_show
2,N,flicks,picture_show
2,N,flicks,pic
2,N,flicks,flick
2,N,flicks,flicker
2,N,flicks,flick
2,N,flicks,flick
2,N,flicks,flip
2,N,flicks,thumb
2,N,flicks,riffle
2,N,flicks,leaf
2,N,flicks,riff
2,N,flicks,flip
2,N,flicks,flick
2,N,flicks,jerk
2,N,flicks,flick
2,N,flicks,flicker
2,N,flicks,flick
2,N,flicks,flick
2,N,flicks,ruffle
2,N,flicks,riffle
2,N,flicks,snap
2,N,flicks,click
2,N,flicks,flick
2,N,flicks,flick
2,N,flicks,flick
1,N,flicks,flick
1,N,flicks,flick
1,N,flicks,movie
1,N,flicks,film
1,N,flicks,picture
1,N,flicks,moving_picture
1,N,flicks,moving-picture_show
1,N,flicks,motion_picture
1,N,flicks,motion-picture_show
1,N,flicks,picture_show
1,N,flicks,pic
1,N,flicks,flick
1,N,flicks,flicker
1,N,flicks,flick
1,N,flicks,flick
1,N,flicks,flip
1,N,flicks,thumb
1,N,flicks,riffle
1,N,flicks,leaf
1,N,flicks,riff
1,N,flicks,flip
1,N,flicks,flick
1,N,flicks,jerk
1,N,flicks,flick
1,N,flicks,flicker
1,N,flicks,flick
1,N,flicks,flick
1,N,flicks,ruffle
1,N,flicks,riffle
1,N,flicks,snap
1,N,flicks,click
1,N,flicks,flick
1,N,flicks,flick
1,N,flicks,flick
6,N,actor,histrion
6,N,actor,player
6,N,actor,thespian
6,N,actor,role_player
6,N,actor,doer
6,N,actor,worker
6,N,actors,actor
6,N,actors,histrion
6,N,actors,player
6,N,actors,thespian
6,N,actors,role_player
6,N,actors,actor
6,N,actors,doer
6,N,actors,worker
12,N,new,fresh
12,N,new,novel
12,N,new,raw
12,N,new,unexampled
12,N,new,newfangled
12,N,new,new
12,N,new,modern
12,N,new,new
12,N,new,young
12,N,new,newly
12,N,new,freshly
12,N,new,fresh
8,V,classified,classified_ad
8,V,classified,classified_advertisement
8,V,classified,classify
8,V,classified,class
8,V,classified,sort
8,V,classified,assort
8,V,classified,sort_out
8,V,classified,separate
8,V,classified,classify
8,V,classified,relegate
8,V,classified,classify
6,JJ,animation,life
6,JJ,animation,living
6,JJ,animation,aliveness
6,JJ,animation,vitality
6,JJ,animation,spiritedness
6,JJ,animation,invigoration
6,JJ,animation,brio
6,JJ,animation,vivification
6,JJ,animation,vivification
6,JJ,animation,invigoration
6,JJ,animation,liveliness
12,N,flick,movie
12,N,flick,film
12,N,flick,picture
12,N,flick,moving_picture
12,N,flick,moving-picture_show
12,N,flick,motion_picture
12,N,flick,motion-picture_show
12,N,flick,picture_show
12,N,flick,pic
12,N,flick,flicker
12,N,flick,flip
12,N,flick,thumb
12,N,flick,riffle
12,N,flick,leaf
12,N,flick,riff
12,N,flick,flip
12,N,flick,jerk
12,N,flick,flicker
12,N,flick,ruffle
12,N,flick,riffle
12,N,flick,snap
12,N,flick,click
6,N,movies,movie
6,N,movies,film
6,N,movies,picture
6,N,movies,moving_picture
6,N,movies,moving-picture_show
6,N,movies,motion_picture
6,N,movies,motion-picture_show
6,N,movies,picture_show
6,N,movies,pic
6,N,movies,flick
7,V,display,show
7,V,display,exhibit
7,V,display,showing
7,V,display,presentation
7,V,display,video_display
7,V,display,expose
7,V,display,exhibit
12,N,children,child
12,N,children,kid
12,N,children,youngster
12,N,children,minor
12,N,children,shaver
12,N,children,nipper
12,N,children,small_fry
12,N,children,tiddler
12,N,children,tike
12,N,children,tyke
12,N,children,fry
12,N,children,nestling
12,N,children,child
12,N,children,kid
12,N,children,child
12,N,children,baby
12,N,children,child
6,JJ,documentary,docudrama
6,JJ,documentary,documentary_film
6,JJ,documentary,infotainment
6,JJ,documentary,documental
6,JJ,documentary,objective
4,V,classed,classify
4,V,classed,class
4,V,classed,sort
4,V,classed,assort
4,V,classed,sort_out
4,V,classed,separate
6,N,film,movie
6,N,film,picture
6,N,film,moving_picture
6,N,film,moving-picture_show
6,N,film,motion_picture
6,N,film,motion-picture_show
6,N,film,picture_show
6,N,film,pic
6,N,film,flick
6,N,film,cinema
6,N,film,celluloid
6,N,film,photographic_film
6,N,film,plastic_film
6,N,film,shoot
6,N,film,take
11,N,anime,zanzibar_copal
11,N,anime,gum_anime
4,V,show,display
4,V,show,appearance
4,V,show,demo
4,V,show,exhibit
4,V,show,present
4,V,show,demonstrate
4,V,show,prove
4,V,show,demonstrate
4,V,show,establish
4,V,show,shew
4,V,show,testify
4,V,show,bear_witness
4,V,show,prove
4,V,show,evidence
4,V,show,picture
4,V,show,depict
4,V,show,render
4,V,show,express
4,V,show,evince
4,V,show,indicate
4,V,show,point
4,V,show,designate
4,V,show,show_up
4,V,show,read
4,V,show,register
4,V,show,record
4,V,show,usher
6,JJ,documentaries,documentary
6,JJ,documentaries,docudrama
6,JJ,documentaries,documentary_film
6,JJ,documentaries,infotainment
7,N,movies,movie
7,N,movies,film
7,N,movies,picture
7,N,movies,moving_picture
7,N,movies,moving-picture_show
7,N,movies,motion_picture
7,N,movies,motion-picture_show
7,N,movies,picture_show
7,N,movies,pic
7,N,movies,flick
7,N,flicks,flick
7,N,flicks,flick
7,N,flicks,movie
7,N,flicks,film
7,N,flicks,picture
7,N,flicks,moving_picture
7,N,flicks,moving-picture_show
7,N,flicks,motion_picture
7,N,flicks,motion-picture_show
7,N,flicks,picture_show
7,N,flicks,pic
7,N,flicks,flick
7,N,flicks,flicker
7,N,flicks,flick
7,N,flicks,flick
7,N,flicks,flip
7,N,flicks,thumb
7,N,flicks,riffle
7,N,flicks,leaf
7,N,flicks,riff
7,N,flicks,flip
7,N,flicks,flick
7,N,flicks,jerk
7,N,flicks,flick
7,N,flicks,flicker
7,N,flicks,flick
7,N,flicks,flick
7,N,flicks,ruffle
7,N,flicks,riffle
7,N,flicks,snap
7,N,flicks,click
7,N,flicks,flick
7,N,flicks,flick
7,N,flicks,flick
2,V,list,listing
2,V,list,tilt
2,V,list,inclination
2,V,list,lean
2,V,list,leaning
2,V,list,name
2,V,list,lean
2,V,list,heel
2,V,list,number
7,N,catalog,catalogue
7,N,catalog,catalogue
7,N,catalog,catalogue
7,N,catalog,catalogue
9,V,give,spring
9,V,give,springiness
9,V,give,yield
9,V,give,afford
9,V,give,pay
9,V,give,hold
9,V,give,throw
9,V,give,have
9,V,give,make
9,V,give,throw
9,V,give,gift
9,V,give,present
9,V,give,yield
9,V,give,pay
9,V,give,devote
9,V,give,render
9,V,give,yield
9,V,give,return
9,V,give,generate
9,V,give,impart
9,V,give,leave
9,V,give,pass_on
9,V,give,establish
9,V,give,sacrifice
9,V,give,pass
9,V,give,hand
9,V,give,reach
9,V,give,pass_on
9,V,give,turn_over
9,V,give,dedicate
9,V,give,consecrate
9,V,give,commit
9,V,give,devote
9,V,give,apply
9,V,give,render
9,V,give,grant
9,V,give,move_over
9,V,give,give_way
9,V,give,ease_up
9,V,give,yield
9,V,give,feed
9,V,give,contribute
9,V,give,chip_in
9,V,give,kick_in
9,V,give,collapse
9,V,give,fall_in
9,V,give,cave_in
9,V,give,give_way
9,V,give,break
9,V,give,founder
9,V,give,afford
9,V,give,open
9,V,give,yield
6,N,flicks,flick
6,N,flicks,flick
6,N,flicks,movie
6,N,flicks,film
6,N,flicks,picture
6,N,flicks,moving_picture
6,N,flicks,moving-picture_show
6,N,flicks,motion_picture
6,N,flicks,motion-picture_show
6,N,flicks,picture_show
6,N,flicks,pic
6,N,flicks,flick
6,N,flicks,flicker
6,N,flicks,flick
6,N,flicks,flick
6,N,flicks,flip
6,N,flicks,thumb
6,N,flicks,riffle
6,N,flicks,leaf
6,N,flicks,riff
6,N,flicks,flip
6,N,flicks,flick
6,N,flicks,jerk
6,N,flicks,flick
6,N,flicks,flicker
6,N,flicks,flick
6,N,flicks,flick
6,N,flicks,ruffle
6,N,flicks,riffle
6,N,flicks,snap
6,N,flicks,click
6,N,flicks,flick
6,N,flicks,flick
6,N,flicks,flick
6,V,list,listing
6,V,list,tilt
6,V,list,inclination
6,V,list,lean
6,V,list,leaning
6,V,list,name
6,V,list,lean
6,V,list,heel
6,V,list,number
2,N,movie,film
2,N,movie,picture
2,N,movie,moving_picture
2,N,movie,moving-picture_show
2,N,movie,motion_picture
2,N,movie,motion-picture_show
2,N,movie,picture_show
2,N,movie,pic
2,N,movie,flick
6,JJ,comedy,drollery
6,JJ,comedy,clowning
6,JJ,comedy,funniness
10,V,give,spring
10,V,give,springiness
10,V,give,yield
10,V,give,afford
10,V,give,pay
10,V,give,hold
10,V,give,throw
10,V,give,have
10,V,give,make
10,V,give,throw
10,V,give,gift
10,V,give,present
10,V,give,yield
10,V,give,pay
10,V,give,devote
10,V,give,render
10,V,give,yield
10,V,give,return
10,V,give,generate
10,V,give,impart
10,V,give,leave
10,V,give,pass_on
10,V,give,establish
10,V,give,sacrifice
10,V,give,pass
10,V,give,hand
10,V,give,reach
10,V,give,pass_on
10,V,give,turn_over
10,V,give,dedicate
10,V,give,consecrate
10,V,give,commit
10,V,give,devote
10,V,give,apply
10,V,give,render
10,V,give,grant
10,V,give,move_over
10,V,give,give_way
10,V,give,ease_up
10,V,give,yield
10,V,give,feed
10,V,give,contribute
10,V,give,chip_in
10,V,give,kick_in
10,V,give,collapse
10,V,give,fall_in
10,V,give,cave_in
10,V,give,give_way
10,V,give,break
10,V,give,founder
10,V,give,afford
10,V,give,open
10,V,give,yield
12,N,action,activity
12,N,action,activeness
12,N,action,military_action
12,N,action,natural_process
12,N,action,natural_action
12,N,action,activity
12,N,action,action_mechanism
12,N,action,legal_action
12,N,action,action_at_law
12,N,action,sue
12,N,action,litigate
12,N,action,process
12,N,action,carry_through
12,N,action,accomplish
12,N,action,execute
12,N,action,carry_out
12,N,action,fulfill
12,N,action,fulfil
11,N,films,movie
11,N,films,film
11,N,films,picture
11,N,films,moving_picture
11,N,films,moving-picture_show
11,N,films,motion_picture
11,N,films,motion-picture_show
11,N,films,picture_show
11,N,films,pic
11,N,films,flick
11,N,films,film
11,N,films,cinema
11,N,films,celluloid
11,N,films,film
11,N,films,photographic_film
11,N,films,film
11,N,films,film
11,N,films,plastic_film
11,N,films,film
11,N,films,shoot
11,N,films,take
11,N,films,film
4,N,flicks,flick
4,N,flicks,flick
4,N,flicks,movie
4,N,flicks,film
4,N,flicks,picture
4,N,flicks,moving_picture
4,N,flicks,moving-picture_show
4,N,flicks,motion_picture
4,N,flicks,motion-picture_show
4,N,flicks,picture_show
4,N,flicks,pic
4,N,flicks,flick
4,N,flicks,flicker
4,N,flicks,flick
4,N,flicks,flick
4,N,flicks,flip
4,N,flicks,thumb
4,N,flicks,riffle
4,N,flicks,leaf
4,N,flicks,riff
4,N,flicks,flip
4,N,flicks,flick
4,N,flicks,jerk
4,N,flicks,flick
4,N,flicks,flicker
4,N,flicks,flick
4,N,flicks,flick
4,N,flicks,ruffle
4,N,flicks,riffle
4,N,flicks,snap
4,N,flicks,click
4,N,flicks,flick
4,N,flicks,flick
4,N,flicks,flick
3,V,show,display
3,V,show,appearance
3,V,show,demo
3,V,show,exhibit
3,V,show,present
3,V,show,demonstrate
3,V,show,prove
3,V,show,demonstrate
3,V,show,establish
3,V,show,shew
3,V,show,testify
3,V,show,bear_witness
3,V,show,prove
3,V,show,evidence
3,V,show,picture
3,V,show,depict
3,V,show,render
3,V,show,express
3,V,show,evince
3,V,show,indicate
3,V,show,point
3,V,show,designate
3,V,show,show_up
3,V,show,read
3,V,show,register
3,V,show,record
3,V,show,usher
11,N,movies,movie
11,N,movies,film
11,N,movies,picture
11,N,movies,moving_picture
11,N,movies,moving-picture_show
11,N,movies,motion_picture
11,N,movies,motion-picture_show
11,N,movies,picture_show
11,N,movies,pic
11,N,movies,flick
3,JJ,full,full_moon
3,JJ,full,full-of-the-moon
3,JJ,full,full_phase_of_the_moon
3,JJ,full,wax
3,JJ,full,entire
3,JJ,full,total
3,JJ,full,total
3,JJ,full,replete
3,JJ,full,good
3,JJ,full,broad
3,JJ,full,wide
3,JJ,full,wide-cut
3,JJ,full,fully
3,JJ,full,to_the_full
6,V,display,show
6,V,display,exhibit
6,V,display,showing
6,V,display,presentation
6,V,display,video_display
6,V,display,expose
6,V,display,exhibit
12,V,propose,suggest
12,V,propose,advise
12,V,propose,project
12,V,propose,aim
12,V,propose,purpose
12,V,propose,purport
12,V,propose,nominate
12,V,propose,declare_oneself
12,V,propose,offer
12,V,propose,pop_the_question
10,N,movies,movie
10,N,movies,film
10,N,movies,picture
10,N,movies,moving_picture
10,N,movies,moving-picture_show
10,N,movies,motion_picture
10,N,movies,motion-picture_show
10,N,movies,picture_show
10,N,movies,pic
10,N,movies,flick
5,N,movies,movie
5,N,movies,film
5,N,movies,picture
5,N,movies,moving_picture
5,N,movies,moving-picture_show
5,N,movies,motion_picture
5,N,movies,motion-picture_show
5,N,movies,picture_show
5,N,movies,pic
5,N,movies,flick
2,V,publish,print
2,V,publish,bring_out
2,V,publish,put_out
2,V,publish,issue
2,V,publish,release
2,V,publish,write
3,N,films,movie
3,N,films,film
3,N,films,picture
3,N,films,moving_picture
3,N,films,moving-picture_show
3,N,films,motion_picture
3,N,films,motion-picture_show
3,N,films,picture_show
3,N,films,pic
3,N,films,flick
3,N,films,film
3,N,films,cinema
3,N,films,celluloid
3,N,films,film
3,N,films,photographic_film
3,N,films,film
3,N,films,film
3,N,films,plastic_film
3,N,films,film
3,N,films,shoot
3,N,films,take
3,N,films,film
6,JJ,international,international
6,JJ,international,external
6,JJ,international,outside
12,N,movies,movie
12,N,movies,film
12,N,movies,picture
12,N,movies,moving_picture
12,N,movies,moving-picture_show
12,N,movies,motion_picture
12,N,movies,motion-picture_show
12,N,movies,picture_show
12,N,movies,pic
12,N,movies,flick
12,N,film,movie
12,N,film,picture
12,N,film,moving_picture
12,N,film,moving-picture_show
12,N,film,motion_picture
12,N,film,motion-picture_show
12,N,film,picture_show
12,N,film,pic
12,N,film,flick
12,N,film,cinema
12,N,film,celluloid
12,N,film,photographic_film
12,N,film,plastic_film
12,N,film,shoot
12,N,film,take
1,N,films,movie
1,N,films,film
1,N,films,picture
1,N,films,moving_picture
1,N,films,moving-picture_show
1,N,films,motion_picture
1,N,films,motion-picture_show
1,N,films,picture_show
1,N,films,pic
1,N,films,flick
1,N,films,film
1,N,films,cinema
1,N,films,celluloid
1,N,films,film
1,N,films,photographic_film
1,N,films,film
1,N,films,film
1,N,films,plastic_film
1,N,films,film
1,N,films,shoot
1,N,films,take
1,N,films,film
5,N,film,movie
5,N,film,picture
5,N,film,moving_picture
5,N,film,moving-picture_show
5,N,film,motion_picture
5,N,film,motion-picture_show
5,N,film,picture_show
5,N,film,pic
5,N,film,flick
5,N,film,cinema
5,N,film,celluloid
5,N,film,photographic_film
5,N,film,plastic_film
5,N,film,shoot
5,N,film,take
10,V,find,discovery
10,V,find,breakthrough
10,V,find,discovery
10,V,find,uncovering
10,V,find,happen
10,V,find,chance
10,V,find,bump
10,V,find,encounter
10,V,find,detect
10,V,find,observe
10,V,find,discover
10,V,find,notice
10,V,find,regain
10,V,find,determine
10,V,find,find_out
10,V,find,ascertain
10,V,find,feel
10,V,find,witness
10,V,find,see
10,V,find,line_up
10,V,find,get_hold
10,V,find,come_up
10,V,find,discover
10,V,find,discover
10,V,find,rule
10,V,find,receive
10,V,find,get
10,V,find,obtain
10,V,find,incur
10,V,find,recover
10,V,find,retrieve
10,V,find,regain
10,V,find,find_oneself
10,V,show,display
10,V,show,appearance
10,V,show,demo
10,V,show,exhibit
10,V,show,present
10,V,show,demonstrate
10,V,show,prove
10,V,show,demonstrate
10,V,show,establish
10,V,show,shew
10,V,show,testify
10,V,show,bear_witness
10,V,show,prove
10,V,show,evidence
10,V,show,picture
10,V,show,depict
10,V,show,render
10,V,show,express
10,V,show,evince
10,V,show,indicate
10,V,show,point
10,V,show,designate
10,V,show,show_up
10,V,show,read
10,V,show,register
10,V,show,record
10,V,show,usher
2,N,movies,movie
2,N,movies,film
2,N,movies,picture
2,N,movies,moving_picture
2,N,movies,moving-picture_show
2,N,movies,motion_picture
2,N,movies,motion-picture_show
2,N,movies,picture_show
2,N,movies,pic
2,N,movies,flick
11,N,drama,play
11,N,drama,dramatic_play
